record_id,family,family_role,family_note,hull,reference_frame,window,frames,discard,seed_index,n_grid,dx_m,depth_m,depth_cells,v_car_ms,v_water_ms,v_rel_mag_ms,v_rel_angle_deg_from_broadside,force_horiz_mag_N,force_mean_x_N,force_mean_y_N,force_mean_z_N,torque_note,fz_settle_N,f_buoy_analytic_N,fz_settle_over_analytic_diagnostic,stream_established_frac,bc_per_frame,bc_per_frame_auto,wrench_dt_mode,n_water,water_layers,substeps_effective,engine,body_is_free,verdict_reportable
L1s2_g64_vc0.0000_vw3.0000_r1,L1s2,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,0.0,3.0,3.0,-0.0,1868.7528235777665,1868.1803860346477,-46.25106339653333,2514.392210006714,"torque is about the collider centre, not the CG; not carried in this table",9147.752197265625,4468.62177,2.0471081841562135,0.8273116747538248,2,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s2_g64_vc1.1481_vw2.7716_r1,L1s2,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,1.14805,2.771639,3.000000258136822,-22.499991816303908,3834.3519715443795,3473.0170455932616,-1624.9331194559734,3727.482640838623,"torque is about the collider centre, not the CG; not carried in this table",9147.756774902344,4468.62177,2.047109208551867,0.7374335120481958,2,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s2_g64_vc2.1213_vw2.1213_r1,L1s2,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,2.12132,2.12132,2.9999995141332936,-45.0,2282.394519724784,1603.390271759033,-1624.3350578308105,4262.1095916748045,"torque is about the collider centre, not the CG; not carried in this table",9147.752197265625,4468.62177,2.0471081841562135,0.7760621294152487,1,,frame,41648,4,11,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s2_g64_vc2.7716_vw1.1481_r1,L1s2,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,2.771639,1.14805,3.000000258136822,-67.5000081836961,4050.013682486331,2024.7869771321614,-3507.541664123535,5190.350036366781,"torque is about the collider centre, not the CG; not carried in this table",9147.751098632812,4468.62177,2.0471079383012567,0.7426924525149238,2,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s2_g64_vc3.0000_vw0.0000_r1,L1s2,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,2,64,0.1472147236519959,0.3,2.037839643738194,3.0,0.0,3.0,-90.0,986.2173058930663,-8.307127966126426,-986.1823188781739,2191.791535059611,"torque is about the collider centre, not the CG; not carried in this table",9147.753295898438,4468.62177,2.0471084300111704,0.8752559026082357,2,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s3_g64_vc0.0000_vw3.0000_r1,L1s3,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,0.0,3.0,3.0,-0.0,1853.9271945990558,1853.374701054891,-45.25771054327488,2479.7338610331217,"torque is about the collider centre, not the CG; not carried in this table",9147.146667480469,4468.62177,2.046972677099156,0.8288999398549398,2,,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s3_g64_vc1.1481_vw2.7716_r1,L1s3,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,1.14805,2.771639,3.000000258136822,-22.499991816303908,3849.879506029655,3489.0025367736816,-1627.4008447011313,3730.889948018392,"torque is about the collider centre, not the CG; not carried in this table",9147.145202636719,4468.62177,2.046972349292547,0.735658829745343,2,,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s3_g64_vc2.1213_vw2.1213_r1,L1s3,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,2.12132,2.12132,2.9999995141332936,-45.0,2289.658456102286,1607.442018890381,-1630.541628265381,4296.250979614258,"torque is about the collider centre, not the CG; not carried in this table",9147.142456054688,4468.62177,2.0469717346551546,0.776603182646159,1,,frame,41643,4,11,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s3_g64_vc2.7716_vw1.1481_r1,L1s3,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,2.771639,1.14805,3.000000258136822,-67.5000081836961,4043.3750817193454,2020.8610824584962,-3502.142563756307,5170.403374735514,"torque is about the collider centre, not the CG; not carried in this table",9147.147216796875,4468.62177,2.0469728000266345,0.743255115407989,2,,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s3_g64_vc3.0000_vw0.0000_r1,L1s3,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,3,64,0.1472147236519959,0.3,2.037839643738194,3.0,0.0,3.0,-90.0,984.6921834221454,-7.523238921413819,-984.6634435017903,2222.216941833496,"torque is about the collider centre, not the CG; not carried in this table",9147.141723632812,4468.62177,2.0469715707518503,0.8751857280731201,2,,frame,41643,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s4_g64_vc0.0000_vw3.0000_r1,L1s4,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,4,64,0.1472147236519959,0.3,2.037839643738194,0.0,3.0,3.0,-0.0,1866.025854159293,1865.4296733856202,-47.16589915752411,2514.673946253459,"torque is about the collider centre, not the CG; not carried in this table",9141.553344726562,4468.62177,2.045720988537941,0.8280041217803955,2,,frame,41636,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s4_g64_vc1.1481_vw2.7716_r1,L1s4,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,4,64,0.1472147236519959,0.3,2.037839643738194,1.14805,2.771639,3.000000258136822,-22.499991816303908,3843.2447257031795,3482.1339429219565,-1626.4295942942301,3715.577200317383,"torque is about the collider centre, not the CG; not carried in this table",9141.548400878906,4468.62177,2.045719882190635,0.7362155374089849,2,,frame,41636,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s4_g64_vc2.1213_vw2.1213_r1,L1s4,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,4,64,0.1472147236519959,0.3,2.037839643738194,2.12132,2.12132,2.9999995141332936,-45.0,2290.503392965662,1607.8601791381836,-1631.315860748291,4288.9639892578125,"torque is about the collider centre, not the CG; not carried in this table",9141.547485351562,4468.62177,2.0457196773115043,0.7770838815802271,1,,frame,41636,4,11,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s4_g64_vc2.7716_vw1.1481_r1,L1s4,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,4,64,0.1472147236519959,0.3,2.037839643738194,2.771639,1.14805,3.000000258136822,-67.5000081836961,4047.709027437675,2025.326089477539,-3504.568818283081,5194.530509694418,"torque is about the collider centre, not the CG; not carried in this table",9141.550048828125,4468.62177,2.04572025097307,0.7419814534848321,2,,frame,41636,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L1s4_g64_vc3.0000_vw0.0000_r1,L1s4,arc,"iso-|v_rel| arc, settled, bc_per_frame auto, superseded by U1s",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,4,64,0.1472147236519959,0.3,2.037839643738194,3.0,0.0,3.0,-90.0,979.740219834843,-7.82244165999194,-979.7089913686117,2176.0817194620768,"torque is about the collider centre, not the CG; not carried in this table",9141.545837402344,4468.62177,2.045719308529069,0.875786542892456,2,,frame,41636,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc0.0000_vw0.5000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,0.0,0.5,0.5,-0.0,418.3604883338059,418.1156946182251,-14.309581154584885,567.0861309051513,"torque is about the collider centre, not the CG; not carried in this table",9149.194885253906,4468.62177,2.0474310326904006,1.5937261581420898,1,,frame,41648,4,11,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc0.0000_vw1.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,0.0,1.0,1.0,-0.0,476.54450376717114,476.27924327850343,-15.898002791404725,699.0560371398926,"torque is about the collider centre, not the CG; not carried in this table",9149.194519042969,4468.62177,2.0474309507387485,0.9757160544395447,1,,frame,41648,4,11,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc0.0000_vw2.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,0.0,2.0,2.0,-0.0,790.3786261745065,790.1506378173829,-18.982683432102203,1019.1287895202637,"torque is about the collider centre, not the CG; not carried in this table",9149.196899414062,4468.62177,2.0474314834244884,0.8057438731193542,1,,frame,41648,4,11,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc0.0000_vw3.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,0.0,3.0,3.0,-0.0,1864.9562597960914,1864.3931334177653,-45.8267936617136,2510.5419260660806,"torque is about the collider centre, not the CG; not carried in this table",9149.196899414062,4468.62177,2.0474314834244884,0.8273348013559977,2,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc2.2000_vw0.5000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,2.2,0.5,2.2561028345356955,-77.19573393471326,1989.789034752467,991.4310943603516,-1725.2028251647948,2618.8729766845704,"torque is about the collider centre, not the CG; not carried in this table",9149.194519042969,4468.62177,2.0474309507387485,0.8333278627433103,1,,frame,41648,4,11,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc2.2000_vw1.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,2.2,1.0,2.4166091947189146,-65.55604521958347,2528.969086253765,1268.2378494262696,-2187.980209350586,3292.3407791137697,"torque is about the collider centre, not the CG; not carried in this table",9149.199645996094,4468.62177,2.0474320980618805,0.8017351855970409,1,,frame,41648,4,11,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc2.2000_vw2.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,2.2,2.0,2.973213749463701,-47.72631099390627,2401.9140850167682,1520.5926315307618,-1859.298072052002,4346.669332885742,"torque is about the collider centre, not the CG; not carried in this table",9149.194702148438,4468.62177,2.0474309917145748,0.780533053216891,1,,frame,41648,4,11,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc2.2000_vw3.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,2.2,3.0,3.7202150475476548,-36.25383773744479,5028.384852580763,4235.579795583089,-2710.077124532064,6686.2525677998865,"torque is about the collider centre, not the CG; not carried in this table",9149.192138671875,4468.62177,2.0474304180530085,0.7387601691863441,2,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc4.5000_vw0.5000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,4.5,0.5,4.527692569068709,-83.6598082540901,5534.673795823323,2209.7269934336346,-5074.418256378174,7078.507911173502,"torque is about the collider centre, not the CG; not carried in this table",9149.195983886719,4468.62177,2.047431278545358,0.7847090523417402,3,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc4.5000_vw1.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,4.5,1.0,4.6097722286464435,-77.47119229084849,7334.915551593642,3121.499003346761,-6637.562061564127,9810.063894144694,"torque is about the collider centre, not the CG; not carried in this table",9149.198547363281,4468.62177,2.0474318522069237,0.7458903200486128,3,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc4.5000_vw2.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,4.5,2.0,4.924428900898052,-66.03751102542182,10220.305371707973,4862.396473439535,-8989.53516184489,14772.132641092936,"torque is about the collider centre, not the CG; not carried in this table",9149.200378417969,4468.62177,2.0474322619651852,0.7344913433507547,3,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc4.5000_vw3.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,4.5,3.0,5.408326913195984,-56.309932474020215,11547.451234127915,5897.101625315348,-9928.13287709554,14833.233470662435,"torque is about the collider centre, not the CG; not carried in this table",9149.197448730469,4468.62177,2.047431606351967,0.734891463548709,3,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc6.7000_vw0.5000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,6.7,0.5,6.71863081289633,-85.73210669970919,9577.944234738821,4050.059005991618,-8679.518293762207,11425.076404825846,"torque is about the collider centre, not the CG; not carried in this table",9149.196716308594,4468.62177,2.047431442448662,0.7972461587964406,4,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc6.7000_vw1.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,6.7,1.0,6.774215821775979,-81.5110561194953,13138.06211200637,5509.786404164633,-11926.899422709148,16446.8937693278,"torque is about the collider centre, not the CG; not carried in this table",9149.193969726562,4468.62177,2.04743082781127,0.7696863921230515,4,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc6.7000_vw2.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,6.7,2.0,6.992138442565336,-73.37924308610795,18829.673808450694,9137.417827351888,-16464.02779337565,22652.690814208985,"torque is about the collider centre, not the CG; not carried in this table",9149.19873046875,4468.62177,2.04743189318275,0.7179835247930073,4,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc6.7000_vw3.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,6.7,3.0,7.340980860893182,-65.87901688055742,21711.39096515097,11224.767377217611,-18584.64675394694,27126.238700358073,"torque is about the collider centre, not the CG; not carried in this table",9149.199096679688,4468.62177,2.047431975134402,0.7264049262455432,4,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc8.9000_vw0.5000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,8.9,0.5,8.914033879226622,-86.78451600825179,13718.694962205904,6122.2687713623045,-12276.824367777506,15441.496287027994,"torque is about the collider centre, not the CG; not carried in this table",9149.197448730469,4468.62177,2.047431606351967,0.8529532490180475,4,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc8.9000_vw1.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,8.9,1.0,8.95600357302296,-83.58915997976756,20155.989956088466,8881.939151509603,-18093.50955505371,21828.36488647461,"torque is about the collider centre, not the CG; not carried in this table",9149.195983886719,4468.62177,2.047431278545358,0.7870485067456725,4,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc8.9000_vw2.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,8.9,2.0,9.121951545584968,-77.33493623495764,25556.520077548146,9604.308224995932,-23683.17930501302,29512.94907531738,"torque is about the collider centre, not the CG; not carried in this table",9149.199096679688,4468.62177,2.047431975134402,0.7941522920322225,4,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L2full_g64_vc8.9000_vw3.0000_r1,L2full,surface,"settled surface, single seed, absent from d17's doc",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,64,0.1472147236519959,0.3,2.037839643738194,8.9,3.0,9.392017887546851,-71.37213682354495,30211.82469969492,13763.027990722656,-26894.858471679687,32042.264137776692,"torque is about the collider centre, not the CG; not carried in this table",9149.199279785156,4468.62177,2.0474320161102284,0.7734630810891456,4,,frame,41648,4,12,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L3res_g96_vc0.0000_vw3.0000_r1,L3res,arc,"iso-|v_rel| arc at n_grid=96, settled",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,96,0.0981431491013306,0.3,3.056759465607291,0.0,3.0,3.0,-0.0,2530.187271217315,2528.4346435546877,-94.15880576239691,2997.920996093751,"torque is about the collider centre, not the CG; not carried in this table",7494.477722167969,4468.62177,1.6771340489101116,0.675606886545817,3,,frame,164382,6,18,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
L3res_g96_vc1.1481_vw2.7716_r1,L3res,arc,"iso-|v_rel| arc at n_grid=96, settled",yaris_coarse_v1l_watertight,vehicle_rest,settled_f250_400,400,250,,96,0.0981431491013306,0.3,3.056759465607291,1.14805,2.771639,3.000000258136822,-22.499991816303908,3960.1989463333002,3733.3480377197266,-1321.0935333251953,4102.986416625977,"torque is about the collider centre, not the CG; not carried in this table",7494.480194091797,4468.62177,1.6771346020837645,0.6935921246301261,2,,frame,164382,6,16,warpmpm,"no, prescribed SDF collider",no FORD or NO-FORD verdict is reportable
