doi	cited_anywhere_in_repo	cited_in_paper_bib	n_files	sample_file	source_catalogs
10.1007/s11069-013-0889-2	YES	YES	41	paper/can_it_ford_references_IEEE.bib	Elicit (bib+CSV); MPM Simulation Verification Provenance; Moving Rigid Body Free Surface Validation; Validated MPM Vehicle Water Coupling
10.1007/s11069-021-04949-6	YES	NO	1	docs/SUBMISSION_MANIFEST_2026-07-31.md	Dynamic Vehicle Traction in Floodwater; MPM Simulation Verification Provenance; Moving Rigid Body Free Surface Validation; Simulation Ready Vehicle Mesh Assets; Validated MPM Vehicle Water Coupling
10.1007/s11069-022-05251-9	NO	NO	0	-	Quantitative Flood Traversability Connections
10.1007/s11340-012-9619-z	NO	NO	0	-	Settling and Force Reporting in Free Surface Flow
10.1007/s11433-023-2137-5	NO	NO	0	-	Validated MPM Vehicle Water Coupling
10.1007/s11831-020-09473-7	NO	NO	0	-	MPM Simulation Verification Provenance; Physics Simulation Validation Protocol
10.1007/s11831-020-09474-6	NO	NO	0	-	Small Data Physics Surrogates at 36 Conditions
10.1007/s12665-025-12501-z	NO	NO	0	-	MPM Simulation Verification Provenance; Reliable AI Scientific Software
10.1007/s13344-020-0032-6	NO	NO	0	-	Settling and Force Reporting in Free Surface Flow
10.1007/s40571-014-0016-5	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1007/s40571-022-00530-5	NO	NO	0	-	MPM Simulation Verification Provenance
10.1007/s42241-024-0042-6	NO	NO	0	-	Reliable AI Scientific Software
10.1007/s44212-024-00040-0	NO	NO	0	-	Quantitative Flood Traversability Connections
10.1016/bs.aams.2019.11.001	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding; Physics Simulation Validation Protocol; Quantitative MPM Wall Penetration; Validated MPM Vehicle Water Coupling
10.1016/j.aap.2025.108366	NO	NO	0	-	Quantitative Flood Traversability Connections
10.1016/j.aei.2026.104432	NO	NO	0	-	Quantitative Flood Traversability Connections
10.1016/j.apor.2018.04.015	NO	NO	0	-	Validated MPM Vehicle Water Coupling
10.1016/j.apor.2018.10.020	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.asej.2018.01.001	NO	NO	0	-	Dynamic Vehicle Traction in Floodwater
10.1016/j.cag.2018.10.007	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.chemolab.2021.104439	NO	NO	0	-	Small Data Physics Surrogates at 36 Conditions
10.1016/j.cma.2011.03.016	NO	NO	0	-	MPM Simulation Verification Provenance; Physics Simulation Validation Protocol; Reliable AI Scientific Software; Validated MPM Vehicle Water Coupling
10.1016/j.cma.2012.06.015	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.cma.2015.02.020	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.cma.2017.06.010	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.cma.2018.01.010	NO	NO	0	-	Physics Simulation Validation Protocol; Validated MPM Vehicle Water Coupling
10.1016/j.cma.2018.04.041	NO	NO	0	-	Physics Simulation Validation Protocol
10.1016/j.cma.2018.06.029	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.cma.2018.10.049	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.cma.2020.112947	NO	NO	0	-	Small Data Physics Surrogates at 36 Conditions
10.1016/j.cma.2021.114184	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.cma.2022.114809	NO	NO	0	-	MPM Simulation Verification Provenance; Moving Rigid Body Free Surface Validation; Multi-resolution MPM for Large-domain Flooding; Quantitative MPM Wall Penetration; Validated MPM Vehicle Water Coupling
10.1016/j.cma.2022.115013	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.cma.2022.115019	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.cma.2022.115356	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.cma.2023.116644	NO	NO	0	-	Validated MPM Vehicle Water Coupling
10.1016/j.cma.2024.117199	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.cma.2025.118264	NO	NO	0	-	Quantitative MPM Wall Penetration
10.1016/j.cnsns.2024.108202	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.commatsci.2026.114839	NO	NO	0	-	Reliable AI Scientific Software; Trustworthy AI Assisted Scientific Simulation
10.1016/j.compfluid.2014.07.025	NO	NO	0	-	MPM Simulation Verification Provenance; Physics Simulation Validation Protocol; Validated MPM Vehicle Water Coupling
10.1016/j.compfluid.2015.10.004	NO	NO	0	-	Small Data Physics Surrogates at 36 Conditions
10.1016/j.compfluid.2018.07.021	NO	NO	0	-	Small Data Physics Surrogates at 36 Conditions
10.1016/j.compfluid.2018.09.005	NO	NO	0	-	MPM Simulation Verification Provenance; Multi-resolution MPM for Large-domain Flooding
10.1016/j.compfluid.2018.10.007	YES	NO	9	CLAUDE.md	MPM Simulation Verification Provenance; Multi-resolution MPM for Large-domain Flooding; Quantitative MPM Wall Penetration
10.1016/j.compgeo.2018.04.001	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.compgeo.2020.103716	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.compgeo.2020.103859	NO	NO	0	-	Physics Simulation Validation Protocol; Validated MPM Vehicle Water Coupling
10.1016/j.compgeo.2021.104097	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.compgeo.2021.104112	NO	NO	0	-	Physics Simulation Validation Protocol
10.1016/j.compgeo.2023.105673	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.cpc.2019.01.002	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.cpc.2022.108377	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.enganabound.2020.02.003	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.enggeo.2024.107614	NO	NO	0	-	Physics Simulation Validation Protocol
10.1016/j.envsoft.2011.02.017	NO	NO	0	-	Quantitative Flood Traversability Connections
10.1016/j.hydroa.2020.100067	NO	NO	0	-	Quantitative Flood Traversability Connections
10.1016/j.ijdrr.2016.04.003	YES	YES	16	paper/can_it_ford_references_IEEE.bib	MPM Simulation Verification Provenance; Moving Rigid Body Free Surface Validation; Quantitative Flood Traversability Connections; Validated MPM Vehicle Water Coupling
10.1016/j.ijdrr.2018.07.007	NO	NO	0	-	Quantitative Flood Traversability Connections
10.1016/j.ijdrr.2018.10.022	NO	NO	0	-	Physics Simulation Validation Protocol
10.1016/j.infsof.2014.05.006	NO	NO	0	-	Reliable AI Scientific Software
10.1016/j.jcp.2016.10.064	NO	NO	0	-	MPM Simulation Verification Provenance; Moving Rigid Body Free Surface Validation; Multi-resolution MPM for Large-domain Flooding; Quantitative MPM Wall Penetration; Validated MPM Vehicle Water Coupling
10.1016/j.jcp.2017.12.042	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.jcp.2018.05.013	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.jcp.2018.09.043	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.jcp.2019.07.053	NO	NO	0	-	Small Data Physics Surrogates at 36 Conditions
10.1016/j.jcp.2022.111762	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.jcp.2024.113457	NO	NO	0	-	Physics Simulation Validation Protocol; Quantitative MPM Wall Penetration
10.1016/j.jcp.2025.113726	NO	NO	0	-	Reliable AI Scientific Software; Small Data Physics Surrogates at 36 Conditions
10.1016/j.jenvman.2024.121209	NO	NO	0	-	Quantitative Flood Traversability Connections
10.1016/j.jfluidstructs.2015.06.010	NO	NO	0	-	Dynamic Vehicle Traction in Floodwater; MPM Simulation Verification Provenance; Moving Rigid Body Free Surface Validation; Validated MPM Vehicle Water Coupling
10.1016/j.jfluidstructs.2018.06.012	NO	NO	0	-	Moving Rigid Body Free Surface Validation
10.1016/j.jfluidstructs.2019.01.015	NO	NO	0	-	Moving Rigid Body Free Surface Validation
10.1016/j.jfluidstructs.2021.103342	NO	NO	0	-	Multi-resolution MPM for Large-domain Flooding
10.1016/j.jhydrol.2016.03.037	NO	NO	0	-	Quantitative Flood Traversability Connections
10.1016/j.jhydrol.2018.05.002	NO	NO	0	-	Physics Simulation Validation Protocol
10.1016/j.jhydrol.2019.124231	NO	NO	0	-	Physics Simulation Validation Protocol
10.1016/j.jhydrol.2022.127502	NO	NO	0	-	Physics Simulation Validation Protocol
10.1016/j.jhydrol.2023.129525	YES	NO	1	_inbox/session_archive/LIVE_SESSION_LOG_2026-07-23.md	Dynamic Vehicle Traction in Floodwater; Elicit (bib+CSV); Moving Rigid Body Free Surface Validation; Validated MPM Vehicle Water Coupling
10.1016/j.jnnfm.2021.104678	NO	NO	0	-	Quantitative MPM Wall Penetration
10.1016/j.jocs.2021.101347	NO	NO	0	-	Reliable AI Scientific Software
10.1016/j.joes.2018.05.002	NO	NO	0	-	Moving Rigid Body Free Surface Validation
10.1016/j.jterra.2021.07.001	NO	NO	0	-	Dynamic Vehicle Traction in Floodwater
